WITNESS_POINTS, NUMBER=1830
7.290000,11.750000,1.518436
7.290000,12.250000,1.518436
7.290000,12.750000,1.518436
7.290000,13.250000,1.518436
7.770000,11.750000,1.518436
7.770000,12.250000,1.518436
7.770000,12.750000,1.518436
7.770000,13.250000,1.518436
8.750000,11.750000,1.518436
8.750000,12.250000,1.518436
8.750000,12.750000,1.518436
8.750000,13.250000,1.518436
9.750000,11.750000,1.518436
9.750000,12.250000,1.518436
9.750000,12.750000,1.518436
9.750000,13.250000,1.518436
10.750000,11.750000,1.518436
10.750000,12.250000,1.518436
10.750000,12.750000,1.518436
10.750000,13.250000,1.518436
12.750000,11.750000,1.518436
12.750000,12.250000,1.518436
12.750000,12.750000,1.518436
12.750000,13.250000,1.518436
15.750000,11.750000,1.518436
15.750000,12.250000,1.518436
15.750000,12.750000,1.518436
15.750000,13.250000,1.518436
6.250000,12.500000,1.518436
6.750000,12.500000,1.518436
7.250000,12.500000,1.518436
7.750000,12.500000,1.518436
8.250000,12.500000,1.518436
8.750000,12.500000,1.518436
9.250000,12.500000,1.518436
9.750000,12.500000,1.518436
10.250000,12.500000,1.518436
10.750000,12.500000,1.518436
11.250000,12.500000,1.518436
11.750000,12.500000,1.518436
12.250000,12.500000,1.518436
12.750000,12.500000,1.518436
13.250000,12.500000,1.518436
13.750000,12.500000,1.518436
14.250000,12.500000,1.518436
14.750000,12.500000,1.518436
15.250000,12.500000,1.518436
15.750000,12.500000,1.518436
6.750000,12.500000,1.623156
6.633022,12.821394,1.623156
6.336824,12.992404,1.623156
6.000000,12.933013,1.623156
5.780154,12.671010,1.623156
5.780154,12.328990,1.623156
6.000000,12.066987,1.623156
6.336824,12.007596,1.623156
6.633022,12.178606,1.623156
6.810000,11.750000,1.623156
